*Code,*Name,*Type,"*Tax Code",Description,Dashboard,"Expense Claims","Enable Payments",Balance
43140,"Equipment Sales",Sales,"VS5 - VAT on Sales (5%) (5%)","Sale of machines not classified as Espresso or Grinder that has a Machine with it",No,No,No,$0.00
43200,"Retail Equipment (43200)",Sales,"VS5 - VAT on Sales (5%) (5%)",,No,No,No,"$893,498.40"
43210,"Other Retail Equipment",Sales,"VS5 - VAT on Sales (5%) (5%)",,No,No,No,"$547,294.91"
43220,"EMS - Jura Machines",Sales,"VS5 - VAT on Sales (5%) (5%)",,No,No,No,$0.00
43230,"Jura Accessories & Products",Sales,"VS5 - VAT on Sales (5%) (5%)",,No,No,No,$0.00
43240,"Espresso Machines - Retail",Sales,"VS5 - VAT on Sales (5%) (5%)","For Retail Clients",No,No,No,"$341,791.44"
43250,"Small Retail Items",Sales,"VS5 - VAT on Sales (5%) (5%)","Sale of Milk jug and other items that does not contain machines with it",No,No,No,"$4,412.05"
43300,"Serveware & Merchandize (43300)",Sales,"VS5 - VAT on Sales (5%) (5%)",,No,No,No,"$7,952.19"
43310,"Retail Tea & Accesories Sales",Sales,"VS5 - VAT on Sales (5%) (5%)",,No,No,No,$0.00
43400,"Consumables (43400)",Sales,"VS5 - VAT on Sales (5%) (5%)",,No,No,No,$0.00
43500,Packaging,Sales,"VS5 - VAT on Sales (5%) (5%)","Sale of Cups and other packaging items to be used in distribution to café and sell out to clients",No,No,No,"$2,847.50"
43600,"Spare Parts & Servicing",Sales,"VS5 - VAT on Sales (5%) (5%)","All purchase items that is used for repairs",No,No,No,"$93,629.12"
43700,"Equipment Servicing",Sales,"VS5 - VAT on Sales (5%) (5%)","Labor fee of all servicing with charges",No,No,No,"$16,140.48"
44000,Training,Sales,"VS5 - VAT on Sales (5%) (5%)",,No,No,No,"$233,120.97"
44100,"Coffee Appreciation Courses",Sales,"VS5 - VAT on Sales (5%) (5%)","Income from all coffee appreciation courses",No,No,No,"$50,580.95"
44200,"Client Training",Sales,"VS5 - VAT on Sales (5%) (5%)",,No,No,No,"$32,040.00"
44300,"SCA Training",Sales,"VS5 - VAT on Sales (5%) (5%)",,No,No,No,"$150,500.02"
45000,"Roasting Services",Sales,"VS5 - VAT on Sales (5%) (5%)",,No,No,No,"$47,753.21"
46000,"Other Sales",Sales,"VS5 - VAT on Sales (5%) (5%)","Other Sales (is for consignment Items (example: Bags",No,No,No,"$917,696.99"
47000,Royalties/Comissions,Sales,"VS5 - VAT on Sales (5%) (5%)",,No,No,No,$0.00
47100,"Royalties Collected",Sales,"VS5 - VAT on Sales (5%) (5%)",,No,No,No,$0.00
47200,"Revenue Sharing",Sales,"VS5 - VAT on Sales (5%) (5%)","Revenue Sharing for events and other sales related activities",No,No,No,$0.00
48000,Rebates,Sales,"N-T - Not Reportable (0%)",,No,No,No,$0.00
48100,"Rebates - Coffee",Sales,"N-T - Not Reportable (0%)",,No,No,No,$0.00
48200,"Rebates- Equipment",Sales,"N-T - Not Reportable (0%)",,No,No,No,$0.00
48300,"Rebates - Misc",Sales,"N-T - Not Reportable (0%)",,No,No,No,$0.00
49000,"(Freight Income)",Sales,"N-T - Not Reportable (0%)",,No,No,No,$0.00
49100,"(Late Fees Collected)",Sales,"N-T - Not Reportable (0%)",,No,No,No,$0.00
49210,"Espresso Machines",Sales,"N-T - Not Reportable (0%)","Mother Account for Espresso Machine Sales",No,No,No,$0.00
49300,Discounts,Sales,"Tax Exempt (0%)",,No,No,No,$0.00
49301,"Refuel Redemption",Sales,"VS5 - VAT on Sales (5%) (5%)",,No,No,No,$0.00
497,"Bank Revaluations","Bank Revaluations","Tax Exempt (0%)","Bank account revaluations due for foreign exchange rate changes",No,No,No,$0.00
498,"Unrealised Currency Gains","Unrealized Currency Gains","Tax Exempt (0%)","Unrealised currency gains on outstanding items",No,No,No,$0.00
49890,"JURA ITEMS (Coffema)",Sales,"N-T - Not Reportable (0%)",,No,No,No,$0.00
499,"Realised Currency Gains","Realized Currency Gains","Tax Exempt (0%)","Gains or losses made due to currency exchange rate changes",No,No,No,$0.00
50000,"Cost of Sales","Direct Costs","N-T - Not Reportable (0%)",,No,No,No,"$3,413,657.60"
51000,"Whole Bean Coffee COS","Direct Costs","N-T - Not Reportable (0%)",,No,No,No,"$979,889.96"
51100,"Green Coffee COS","Direct Costs","N-T - Not Reportable (0%)",,No,No,No,$272.69
51200,"Whole Beans COS","Direct Costs","N-T - Not Reportable (0%)",,No,No,No,"$980,683.27"
51210,"Whole Bean 250g COS","Direct Costs","N-T - Not Reportable (0%)",,No,No,No,"$19,461.60"
51220,"Whole Bean 500g COS","Direct Costs","N-T - Not Reportable (0%)",,No,No,No,"$608,334.76"
51230,"Whole Bean 1kg COS","Direct Costs","N-T - Not Reportable (0%)",,No,No,No,"$294,435.88"
51240,"Refinery - COS","Direct Costs","N-T - Not Reportable (0%)",,No,No,No,$0.00
51246,"Beans COS","Direct Costs","N-T - Not Reportable (0%)","Purchases of all the coffee beans",No,No,No,$14.26
51247,"Coffee Bags COS","Direct Costs","N-T - Not Reportable (0%)","Purchases of Coffee Bags directly use for packaging of coffee",No,No,No,"$49,372.54"
51248,"Gas COS","Direct Costs","N-T - Not Reportable (0%)","Purchases of Gas directly associated with Roasting",No,No,No,"$9,064.23"
51249,"Coffee Box","Direct Costs","N-T - Not Reportable (0%)","Purchases of Coffee Box directly use for packaging  and consumption of coffee pockets",No,No,No,$0.00
51800,"Freight & Customs - Beans COS","Direct Costs","N-T - Not Reportable (0%)","Freight & Customs that is directly related to Green Beans",No,No,No,"($1,066.00)"
51900,"Coffee Adjustments","Direct Costs","N-T - Not Reportable (0%)","Production weight loss of Green Beans",No,No,No,$0.00
52000,"Restaurant COS","Direct Costs","N-T - Not Reportable (0%)",,No,No,No,"$170,623.96"
52100,"Beverages COS","Direct Costs","N-T - Not Reportable (0%)",,No,No,No,"$62,388.91"
52105,"Brewed Coffee COS","Direct Costs","VPX - VAT on Purchases (5%) (5%)",,No,No,No,"$1,239.70"
52110,"Espresso Beverages (hot) COS","Direct Costs","N-T - Not Reportable (0%)","Mother Account for Coffee COS for Café (COGS for RAW)",No,No,No,"$46,739.14"
52120,"Espresso Beverages (iced) COS","Direct Costs","N-T - Not Reportable (0%)",,No,No,No,"$1,734.51"
52130,"Non Coffee Beverages (hot) COS","Direct Costs","N-T - Not Reportable (0%)",,No,No,No,$272.77
52140,"Non Coffee Beverages (iced)COS","Direct Costs","N-T - Not Reportable (0%)",,No,No,No,$0.00
52150,"Tea COS","Direct Costs","N-T - Not Reportable (0%)",,No,No,No,"$9,518.50"
52160,"Rocket Fuel COS","Direct Costs","N-T - Not Reportable (0%)",,No,No,No,"$2,884.29"
52200,"Ready to Eat COS","Direct Costs","N-T - Not Reportable (0%)",,No,No,No,$0.00
52300,"Ready to Drink COS","Direct Costs","N-T - Not Reportable (0%)",,No,No,No,$766.29
52400,"Restaurant consumables COS","Direct Costs","N-T - Not Reportable (0%)",,No,No,No,"$35,814.01"
52500,"Food - Direct COGS","Direct Costs","VPX - VAT on Purchases (5%) (5%)",,No,No,No,$0.00
52501,"Food - Bystro COGS","Direct Costs","VPX - VAT on Purchases (5%) (5%)",,No,No,No,"$71,654.75"
52600,"Emirates Academy COS","Direct Costs","VS5 - VAT on Sales (5%) (5%)",,No,No,No,$0.00
52650,"Events COS","Direct Costs","VS5 - VAT on Sales (5%) (5%)",,No,No,No,$0.00
52700,"Kiosk COS","Direct Costs","N-T - Not Reportable (0%)",,No,No,No,$0.00
52800,"Espressobar COS","Direct Costs","N-T - Not Reportable (0%)",,No,No,No,$0.00
53000,"Equipment and Serveware COS","Direct Costs","N-T - Not Reportable (0%)",,No,No,No,"$1,686,451.69"
53001,"Equipments COS","Direct Costs","N-T - Not Reportable (0%)",,No,No,No,$0.00
53002,"Inventory Adjustments","Direct Costs","N-T - Not Reportable (0%)",,No,No,No,"$87,871.00"
53100,"Commercial Equipment COS","Direct Costs","N-T - Not Reportable (0%)",,No,No,No,"$1,020,291.15"
53110,"Other Commercial Equipment COS","Direct Costs","N-T - Not Reportable (0%)",,No,No,No,"$286,434.27"
53120,"Espresso Mach. Commercial COS","Direct Costs","N-T - Not Reportable (0%)",,No,No,No,"$733,856.88"
53130,"Grinders COS","Direct Costs","N-T - Not Reportable (0%)","Purchases of All Grinder Machines",No,No,No,$0.00
53140,"Espresso Machines COS","Direct Costs","N-T - Not Reportable (0%)","Purchases of All Espresso Machines",No,No,No,$0.00
53200,"Retail Equipment COS","Direct Costs","N-T - Not Reportable (0%)",,No,No,No,"$542,926.10"
53210,"Other Retail Equipment COS","Direct Costs","N-T - Not Reportable (0%)",,No,No,No,"$325,958.33"
53220,"EMS - Jura Machines COS","Direct Costs","N-T - Not Reportable (0%)",,No,No,No,$0.00
53230,"Jura Accessories & Products CO","Direct Costs","N-T - Not Reportable (0%)",,No,No,No,$0.00
53240,"Espresso Machines - Retail COS","Direct Costs","N-T - Not Reportable (0%)",,No,No,No,"$215,095.64"
53250,"Small Retail COS","Direct Costs","N-T - Not Reportable (0%)","Item purchases like Milk jug and other items that does not contain machines with it",No,No,No,"$1,872.13"
53300,"Serveware & Merchandize COS","Direct Costs","N-T - Not Reportable (0%)",,No,No,No,"$5,024.57"
53310,"Retail Tea & Accesories COS","Direct Costs","VPX - VAT on Purchases (5%) (5%)",,No,No,No,$0.00
53400,"Consumables COS","Direct Costs","N-T - Not Reportable (0%)",,No,No,No,"$3,234.85"
53500,"Packaging COS","Direct Costs","N-T - Not Reportable (0%)",,No,No,No,"$2,969.31"
53600,"Spare Parts & Servicing COS","Direct Costs","N-T - Not Reportable (0%)","All purchase items that is used for repairs",No,No,No,"$17,800.85"
53800,"Freight & Customs - Equipment","Direct Costs","N-T - Not Reportable (0%)",,No,No,No,"$6,333.86"
53900,"JURA Items (Coffeema) COS","Direct Costs","N-T - Not Reportable (0%)",,No,No,No,$0.00
54000,"Training COS","Direct Costs","N-T - Not Reportable (0%)",,No,No,No,"$15,826.22"
54100,"Coffee Appreciation Courses CO","Direct Costs","N-T - Not Reportable (0%)",,No,No,No,$0.00
54200,"Client Training COS","Direct Costs","N-T - Not Reportable (0%)",,No,No,No,"$2,168.82"
54300,"SCA Training COS","Direct Costs","N-T - Not Reportable (0%)",,No,No,No,"$13,657.40"
55000,"Roasting Services COS","Direct Costs","N-T - Not Reportable (0%)",,No,No,No,$116.00
56000,"Other COGS","Direct Costs","N-T - Not Reportable (0%)",,No,No,No,"$560,749.77"
56100,"Other Cost of Sales","Direct Costs","N-T - Not Reportable (0%)",,No,No,No,"$560,749.77"
56200,"Payment gateway charges","Direct Costs","N-T - Not Reportable (0%)",,No,No,No,$0.00
60000,Expenses,Expense,"N-T - Not Reportable (0%)",,No,No,No,"$4,958,876.68"
610,"Accounts Receivable","Accounts Receivable","Tax Exempt (0%)","Outstanding invoices the company has issued out to the client but has not yet received in cash at balance date.",No,No,No,"$4,958,876.68"
61000,"Operating expenses",Expense,"N-T - Not Reportable (0%)",,No,No,No,"$4,480,859.06"
61100,"Marketing and Promotions",Expense,"N-T - Not Reportable (0%)",,No,No,No,"$198,648.14"
61110,Advertising,Expense,"VPX - VAT on Purchases (5%) (5%)","One time advertising expenses",No,No,No,"$49,675.48"
61120,"Dues & Subscription",Expense,"VPX - VAT on Purchases (5%) (5%)","Expenses incurred in Shopify Fee / Facebook and other online company that promotes the company / and also newspaper ( that has a fixed monthly fee)",No,No,No,"$139,224.24"
61130,"In-store Promotions",Expense,"VPX - VAT on Purchases (5%) (5%)","Expenses incurred in line with t-shirts",No,No,No,$0.00
61140,"Industry Memberships",Expense,"VPX - VAT on Purchases (5%) (5%)","Expenses incurred to maintained membership and royalties with clubs and other organization",No,No,No,$0.00
61150,Gifts/Other,Expense,"VPX - VAT on Purchases (5%) (5%)",,No,No,No,"$9,748.42"
61200,"Employment expenses",Overhead,"N-T - Not Reportable (0%)",,No,No,No,"$2,845,227.62"
61210,"Salaries & Wages",Expense,"N-T - Not Reportable (0%)",,No,No,No,"$1,669,781.00"
61211,"Management Remuneration",Expense,"N-T - Not Reportable (0%)",,No,No,No,"$800,000.00"
61215,Bonus,Expense,"N-T - Not Reportable (0%)",,No,No,No,$0.00
61220,"Part-time Staff",Expense,"N-T - Not Reportable (0%)",,No,No,No,"$17,000.00"
61230,"Employee Visa",Expense,"N-T - Not Reportable (0%)",,No,No,No,"$46,695.00"
61240,"Employee Medicals",Expense,"N-T - Not Reportable (0%)",,No,No,No,"$1,625.00"
61250,"Training & Development",Expense,"N-T - Not Reportable (0%)",,No,No,No,"$1,920.11"
61260,"Air Fare",Expense,"N-T - Not Reportable (0%)",,No,No,No,"$87,608.00"
61270,"Leave Pay",Expense,"N-T - Not Reportable (0%)",,No,No,No,"$140,000.00"
61280,"Gratuity Expense",Expense,"N-T - Not Reportable (0%)",,No,No,No,"$68,000.00"
61281,"S&B Miscellaneous",Expense,"N-T - Not Reportable (0%)",,No,No,No,"$12,538.51"
61282,"Staff Amenities",Expense,"N-T - Not Reportable (0%)",,No,No,No,$60.00
61283,"Staff - Accommodation",Expense,"N-T - Not Reportable (0%)",,No,No,No,$0.00
61284,"Employee EB Discounts",Expense,"N-T - Not Reportable (0%)",,No,No,No,$0.00
61300,"Rent & Utility & Insurance",Expense,"VPX - VAT on Purchases (5%) (5%)","DEWA billing and other expenses except deposits necessary to make the functionality",No,No,No,"$745,858.44"
61310,"DEWA - Warehouse 12",Expense,"VPX - VAT on Purchases (5%) (5%)",,No,No,No,$0.00
61320,"DEWA - Warehouse 10",Expense,"VPX - VAT on Purchases (5%) (5%)",,No,No,No,"$43,306.44"
61330,"DEWA - Warehouse Big Blue",Expense,"VPX - VAT on Purchases (5%) (5%)",,No,No,No,"$106,718.64"
61340,"DEWA - Staff Apartment",Expense,"VPX - VAT on Purchases (5%) (5%)",,No,No,No,$0.00
61350,"Rent Expense - WHS 10",Expense,"VPX - VAT on Purchases (5%) (5%)","All Rent amorization Expenses (Monitoring will be at BS) (Schedule in Excel)",No,No,No,"$62,500.00"
61360,"Rent Expense - WHS 12",Expense,"VPX - VAT on Purchases (5%) (5%)","All Leasehold Improvements amorization Expenses (Monitoring will be at BS) (Schedule in Excel)",No,No,No,$0.00
61370,"Rent Expense - WHS Big Blue",Expense,"VPX - VAT on Purchases (5%) (5%)",,No,No,No,"$533,333.36"
61400,"Insurance Expense",Expense,"VPX - VAT on Purchases (5%) (5%)","All Insurances amorization (Monitoring will be at BS) (Building",No,No,No,"$26,624.76"
61410,"Insurance - Building",Expense,"VPX - VAT on Purchases (5%) (5%)",,No,No,No,"$4,345.68"
61420,"Insurance - Vehicles",Expense,"VPX - VAT on Purchases (5%) (5%)",,No,No,No,$0.00
61430,"Insurance - Others",Expense,"VPX - VAT on Purchases (5%) (5%)",,No,No,No,"$22,279.08"
61500,"Repairs & Maintenance",Expense,"VPX - VAT on Purchases (5%) (5%)",,No,No,No,"$39,519.29"
61505,"R & M - Building",Expense,"VPX - VAT on Purchases (5%) (5%)","All expenses incurred in relation in keeping the building in good condition/ expenses related to improvements but was not capitalized (Example : Doorknobs",No,No,No,"$8,035.65"
61510,"R & M - Equipment",Expense,"VPX - VAT on Purchases (5%) (5%)","All expenses incurred in repairs of Coffee Machines & Equipments like gasket purchase at SPEEDEX and others",No,No,No,"$2,382.85"
61515,"R & M - Vehicles",Expense,"VPX - VAT on Purchases (5%) (5%)","All expenses pertaining to repairs of the Vehicles that was not being capitalized",No,No,No,"$27,414.06"
61520,"R & M - Office Computers & Equ",Expense,"VPX - VAT on Purchases (5%) (5%)","All expenses related to computer maintenance and other repairs of the office equipments (including IT and others to keep the office equipments running)",No,No,No,"$1,442.73"
61521,"R&M - Service Dept Supplies",Expense,"VPX - VAT on Purchases (5%) (5%)",,No,No,No,$244.00
61600,"Professional & Legal Fees",Expense,"VPX - VAT on Purchases (5%) (5%)",,No,No,No,"$18,319.18"
61610,"P & L Fees - Accounting",Expense,"VPX - VAT on Purchases (5%) (5%)","All Accounting Fess incurred",No,No,No,$275.01
61620,"P & L Fees - Legal",Expense,"VPX - VAT on Purchases (5%) (5%)","All HR related Fees Incurred",No,No,No,"$18,044.17"
61630,"P & L Fees - Human Resources",Expense,"VPX - VAT on Purchases (5%) (5%)",,No,No,No,$0.00
61640,"P & L Fees - Other",Expense,"VPX - VAT on Purchases (5%) (5%)",,No,No,No,$0.00
61700,"Transportation & Travel",Expense,"VPX - VAT on Purchases (5%) (5%)",,No,No,No,"$236,202.84"
61710,"""Parking"," Salik &Taxi""",Expense,"VPX - VAT on Purchases (5%) (5%)","Expenses incurred in line with Parking and Salik Charges",No,No,"$17,245.63"
61715,"Driving Fines & Penalties",Expense,"VPX - VAT on Purchases (5%) (5%)","Expenses paid for Penalties incurred by Drivers but should be charged out to drivers every end of the month and will always have a zero balance after every payroll",No,No,No,$445.00
61720,"Travel & Accommodation",Expense,"VPX - VAT on Purchases (5%) (5%)","All expenses for Air Tickets",No,No,No,"$20,446.18"
61725,"Card Top Up",Expense,"VPX - VAT on Purchases (5%) (5%)",,No,No,No,"$32,308.00"
61735,"""Fuel","Oil & Lubricants""",Expense,"VPX - VAT on Purchases (5%) (5%)","For Expenses of Fuel",No,No,"$45,111.32"
61740,"Vehicle Registration",Expense,"VPX - VAT on Purchases (5%) (5%)",,No,No,No,"$13,294.71"
61745,"Rent Expense - Leased Vehicles",Expense,"VPX - VAT on Purchases (5%) (5%)",,No,No,No,"$107,352.00"
61800,"Permits and Licenses",Expense,"VPX - VAT on Purchases (5%) (5%)",,No,No,No,"$83,972.22"
61805,"Business Licenses & Permits",Expense,"N-T - Not Reportable (0%)","All Expenses related the processing of Business Licenses and charges related to it (Includes",No,No,No,"$58,872.22"
61810,"Sponsor Fee",Expense,"N-T - Not Reportable (0%)",,No,No,No,"$20,000.00"
61815,"HACCP & Test",Expense,"N-T - Not Reportable (0%)","HACCP Expenses",No,No,No,"$5,100.00"
61900,"""IT"," office & other expenses""",Expense,"VPX - VAT on Purchases (5%) (5%)",,No,No,"$286,486.57"
61910,"General office expenses",Expense,"VPX - VAT on Purchases (5%) (5%)",,No,No,No,$827.38
61911,"Office Supplies & Stationery",Expense,"VPX - VAT on Purchases (5%) (5%)",,No,No,No,"$16,911.84"
61920,"Computer and IT",Expense,"VPX - VAT on Purchases (5%) (5%)",,No,No,No,"$57,260.40"
61930,"General expenses",Expense,"VPX - VAT on Purchases (5%) (5%)",,No,No,No,"$10,455.00"
61941,Telephone,Expense,"VPX - VAT on Purchases (5%) (5%)","Expenses and billing for Landline",No,No,No,"$69,738.58"
61942,Internet,Expense,"VPX - VAT on Purchases (5%) (5%)","Expenses and billing for Internet",No,No,No,$0.00
61943,Mobile,Expense,"VPX - VAT on Purchases (5%) (5%)","Expenses and billing for Mobile",No,No,No,$0.00
61950,"Entertainment & Refreshments",Expense,"VPX - VAT on Purchases (5%) (5%)","Team Building",No,No,No,"$2,728.71"
61951,"Meals & Snack (Food)",Expense,"VPX - VAT on Purchases (5%) (5%)",,No,No,No,"$3,430.17"
61960,"Bank charges",Expense,"VPX - VAT on Purchases (5%) (5%)","Bank Charge not related to Credit Card Machines",No,No,No,"$94,545.75"
61961,"Exchange Gain / Loss",Expense,"VPX - VAT on Purchases (5%) (5%)",,No,No,No,$0.00
61970,"Cleaning and Maintenance",Expense,"VPX - VAT on Purchases (5%) (5%)","Expenses incurred for waste management (DULSCO)",No,No,No,"$26,621.85"
61980,"Postage & Freight",Expense,"VPX - VAT on Purchases (5%) (5%)",,No,No,No,"$3,966.89"
62000,"Business Unit Operational Expe",Overhead,"VPX - VAT on Purchases (5%) (5%)",,No,No,No,$609.80
62100,"Events & Trucks",Expense,"N-T - Not Reportable (0%)",,No,No,No,$0.00
62101,"Customer Rebates",Expense,"Tax Exempt (0%)",,No,No,No,$0.00
62200,"Espressobar Expenses",Expense,"N-T - Not Reportable (0%)",,No,No,No,$0.00
62201,"EB Crockery and Drinkware",Expense,"VPX - VAT on Purchases (5%) (5%)",,No,No,No,$600.00
62300,"E-commerce Fees",Expense,"N-T - Not Reportable (0%)","Expenses incurred by Kiosk other than COGS",No,No,No,$9.80
62400,"Emirates Academy Cafe Expenses",Expense,"N-T - Not Reportable (0%)",,No,No,No,$0.00
62500,"Refinery Expenses",Expense,"N-T - Not Reportable (0%)",,No,No,No,$0.00
62600,"Refuel Section Expenses",Expense,"N-T - Not Reportable (0%)",,No,No,No,$0.00
62700,"Rocket Fuel Expenses",Expense,"N-T - Not Reportable (0%)",,No,No,No,$0.00
62800,"Water Filtration Expenses",Expense,"N-T - Not Reportable (0%)",,No,No,No,$0.00
62900,"""Small Eq&Tools"," Material (Exp)""",Expense,"N-T - Not Reportable (0%)",,No,No,$0.00
62910,"Furniture & Fixtures (Expense)",Expense,"N-T - Not Reportable (0%)",,No,No,No,$0.00
63000,"Non operating expenses",Expense,"N-T - Not Reportable (0%)",,No,No,No,"$66,858.39"
63100,"Loans Interest Expense",Expense,"N-T - Not Reportable (0%)",,No,No,No,"$66,858.39"
63110,"RAKBANK - Loan Interest",Expense,"N-T - Not Reportable (0%)",,No,No,No,"$66,118.91"
63120,"RAKBANK Vehicle Loans Interest",Expense,"N-T - Not Reportable (0%)",,No,No,No,$739.48
63200,"Prior Year Adjustments",Expense,"N-T - Not Reportable (0%)",,No,No,No,$0.00
63210,"Prior Year Adjustment",Expense,"N-T - Not Reportable (0%)",,No,No,No,$0.00
63220,"Prior Year Adj - Fixed Assets",Expense,"N-T - Not Reportable (0%)",,No,No,No,$0.00
63230,"Prior Year Adj-FA Accum Depn",Expense,"N-T - Not Reportable (0%)",,No,No,No,$0.00
63300,"Bad debt expense",Expense,"N-T - Not Reportable (0%)",,No,No,No,$0.00
63400,"Short/Over in Cheques",Expense,"N-T - Not Reportable (0%)",,No,No,No,$0.00
68000,Depreciation,Depreciation,"Tax Exempt (0%)",,No,No,No,"$410,549.43"
68100,"Dep'n Expense - Vehicles (68100)",Depreciation,"Tax Exempt (0%)","Mother Account of Depreciation",No,No,No,"$167,928.40"
68110,"Dep'n Expense - Vehicles (68110)",Depreciation,"Tax Exempt (0%)",,No,No,No,$0.00
68111,"Dep'n Exp - Mini Cooper K52517",Depreciation,"Tax Exempt (0%)",,No,No,No,$0.00
68112,"Dep'n Exp - Mini Cooper K50097",Depreciation,"Tax Exempt (0%)",,No,No,No,$0.00
68113,"Dep'n Exp - Volks Cad- P84172",Depreciation,"Tax Exempt (0%)",,No,No,No,"$10,163.76"
68114,"Dep'n Exp - Volks Cad- P84174",Depreciation,"Tax Exempt (0%)",,No,No,No,"$5,494.15"
68115,"Dep'n Exp - Volks Golf D92197",Depreciation,"Tax Exempt (0%)",,No,No,No,"$10,530.80"
68116,"Dep'n Exp - NissanUrvan F90822",Depreciation,"Tax Exempt (0%)",,No,No,No,"$5,439.92"
68117,"Dep'n Exp - Forklift",Depreciation,"Tax Exempt (0%)",,No,No,No,$0.00
68118,"Dep'n Exp - Bertha Event 75393",Depreciation,"Tax Exempt (0%)",,No,No,No,"$36,055.38"
68119,"Dep'n Exp - Bruce Event 18386",Depreciation,"Tax Exempt (0%)",,No,No,No,"$50,904.78"
68120,"Dep'n Exp - Volks Cad - R15403",Depreciation,"Tax Exempt (0%)",,No,No,No,"$7,506.64"
68121,"Dep'n Exp - Tuktuk Raw",Depreciation,"Tax Exempt (0%)",,No,No,No,"$18,961.32"
68122,"Dep'n Exp - Tuktuk Refinery",Depreciation,"Tax Exempt (0%)",,No,No,No,"$22,871.65"
68123,"Dep'n Exp - Peugeot - W 43721",Depreciation,"Tax Exempt (0%)",,No,No,No,$0.00
68124,"Dep'n Exp - Peugeot - W 57413",Depreciation,"Tax Exempt (0%)",,No,No,No,$0.00
68130,"Dep'n Expense - Equipments",Depreciation,"Tax Exempt (0%)","Depreciation of all the Machines (Used for Display or used in Coffee Shops) (Monitoring will be at BS) (Schedule at Excel)",No,No,No,"$107,495.03"
68140,"Dep'n Expense - Furniture & Fi",Depreciation,"Tax Exempt (0%)","Depreciation of all the Office Computers and Equipments",No,No,No,$0.00
68150,"Dep'n Expense - Warehouse Impr",Depreciation,"Tax Exempt (0%)","Office tables",No,No,No,"$135,126.00"
69000,"Other - inactive",Expense,"N-T - Not Reportable (0%)","Mother Account of Telephone and Communication",No,No,No,$0.00
69100,none,Expense,"N-T - Not Reportable (0%)",,No,No,No,$0.00
69200,"Discounts Taken",Expense,"N-T - Not Reportable (0%)",,No,No,No,$0.00
69300,"Discounts Given",Expense,"N-T - Not Reportable (0%)",,No,No,No,$0.00
69400,"Depreciation Expenses",Expense,"N-T - Not Reportable (0%)",,No,No,No,$0.00
800,"Accounts Payable","Accounts Payable","Tax Exempt (0%)","Outstanding invoices the company has received from suppliers but has not yet paid at balance date",No,No,No,$0.00
80000,"Other Income",Sales,"N-T - Not Reportable (0%)",,No,No,No,"$29,856.03"
801,"Unpaid Expense Claims","Unpaid Expense Claims","Tax Exempt (0%)","Expense claims typically made by employees/shareholder employees still outstanding.",No,No,No,"$29,856.03"
803,"Wages Payable8","Wages Payable","Tax Exempt (0%)","Xero automatically updates this account for payroll entries created using Payroll and will store the payroll amount to be paid to the employee for the pay run. This account enables you to maintain separate accounts for employee Wages Payable amounts and Accounts Payable amounts",No,No,No,"$29,856.03"
81100,"Misc Income","Other Income","N-T - Not Reportable (0%)",,No,No,No,"$1,332.49"
81110,"Asset Recovery on Sale","Other Income","N-T - Not Reportable (0%)",,No,No,No,"$27,962.33"
81150,"Cafe Short/Over","Other Income","N-T - Not Reportable (0%)",,No,No,No,$0.00
81160,"CC Short/Over","Other Income","N-T - Not Reportable (0%)",,No,No,No,$0.00
81200,"Interest Income","Other Income","N-T - Not Reportable (0%)","Income from Bank",No,No,No,$561.21
820,"Sales Tax","Sales Tax","Tax Exempt (0%)","""The balance in this account represents Sales Tax owing to or from your tax authority. At the end of the tax period"," it is this account that should be used to code against either the 'refunds from' or 'payments to' your tax authority that will appear on the bank statement. Xero has been designed to use only one sales tax account to track sales taxes on income and expenses"," so there is no need to add any new sales tax accounts to Xero.""",No,$561.21
840,"Historical Adjustment","Historical Adjustment","Tax Exempt (0%)","For accountant adjustments",No,No,No,$561.21
860,Rounding,Rounding,"Tax Exempt (0%)","An adjustment entry to allow for rounding",No,No,No,$561.21
877,"Tracking Transfers",Tracking,"Tax Exempt (0%)","Transfers between tracking categories",No,No,No,$561.21
90000,"Other Expenses",Expense,"N-T - Not Reportable (0%)",,No,No,No,"$30,760.87"
91100,"Misc Expense",Expense,"N-T - Not Reportable (0%)",,No,No,No,"$5,640.43"
91200,"Interest Expense","Other Income","N-T - Not Reportable (0%)",,No,No,No,"$25,120.44"
91300,"Bad debt or other write off",Expense,"N-T - Not Reportable (0%)",,No,No,No,$0.00
960,"Retained Earnings9","Retained Earnings","Tax Exempt (0%)","Do not Use",No,No,No,$0.00
