*Code,*Name,*Type,"*Tax Code",Description,Dashboard,"Expense Claims","Enable Payments",Balance
53250,"Small Retail COS","Direct Costs",N-T,"Item purchases like Milk jug and other items that does not contain machines with it",No,No,No,$0.00
53300,"Serveware & Merchandize COS","Direct Costs",N-T,,No,No,No,$0.00
53310,"Retail Tea & Accesories COS","Direct Costs",VPX,,No,No,No,$0.00
53400,"Consumables COS","Direct Costs",N-T,,No,No,No,$0.00
53500,"Packaging COS","Direct Costs",N-T,,No,No,No,$0.00
53600,"Spare Parts & Servicing COS","Direct Costs",N-T,"All purchase items that is used for repairs",No,No,No,$0.00
53800,"Freight & Customs - Equipment","Direct Costs",N-T,,No,No,No,$0.00
53900,"JURA Items (Coffeema) COS","Direct Costs",,,No,No,No,$0.00
54000,"Training COS","Direct Costs",,,No,No,No,$0.00
54100,"Coffee Appreciation Courses CO","Direct Costs",N-T,,No,No,No,$0.00
54200,"Client Training COS","Direct Costs",N-T,,No,No,No,$0.00
54300,"SCA Training COS","Direct Costs",N-T,,No,No,No,$0.00
55000,"Roasting Services COS","Direct Costs",N-T,,No,No,No,$0.00
56000,"Other COGS","Direct Costs",,,No,No,No,$0.00
56100,"Other Cost of Sales","Direct Costs",N-T,,No,No,No,$0.00
56200,"Payment gateway charges","Direct Costs",N-T,,No,No,No,$0.00
60000,Expenses,Expense,,,No,No,No,$0.00
61000,"Operating expenses",Expense,,,No,No,No,$0.00
61100,"Marketing and Promotions",Expense,,,No,No,No,$0.00
61110,Advertising,Expense,VPX,"One time advertising expenses",No,No,No,$0.00
61120,"Dues & Subscription",Expense,VPX,"Expenses incurred in Shopify Fee / Facebook and other online company that promotes the company / and also newspaper ( that has a fixed monthly fee)",No,No,No,$0.00
61130,"In-store Promotions",Expense,VPX,"""Expenses incurred in line with t-shirts, and other in store promotions not in ordinary line of business / sold inside the store""",No,No,No,$0.00
61140,"Industry Memberships",Expense,VPX,"Expenses incurred to maintained membership and royalties with clubs and other organization",No,No,No,$0.00
61150,Gifts/Other,Expense,VPX,,No,No,No,$0.00
61200,"Employment expenses",Overhead,,,No,No,No,$0.00
61210,"Salaries & Wages",Expense,N-T,,No,No,No,$0.00
61211,"Management Remuneration",Expense,N-T,,No,No,No,$0.00
61215,Bonus,Expense,N-T,,No,No,No,$0.00
61220,"Part-time Staff",Expense,N-T,,No,No,No,$0.00
61230,"Employee Visa",Expense,N-T,,No,No,No,$0.00
61240,"Employee Medicals",Expense,N-T,,No,No,No,$0.00
61250,"Training & Development",Expense,N-T,,No,No,No,$0.00
61260,"Air Fare",Expense,N-T,,No,No,No,$0.00
61270,"Leave Pay",Expense,N-T,,No,No,No,$0.00
61280,"Gratuity Expense",Expense,N-T,,No,No,No,$0.00
61281,"S&B Miscellaneous",Expense,N-T,,No,No,No,$0.00
61282,"Staff Amenities",Expense,N-T,,No,No,No,$0.00
61283,"Staff - Accommodation",Expense,N-T,,No,No,No,$0.00
61284,"Employee EB Discounts",Expense,N-T,,No,No,No,$0.00
61300,"Rent & Utility & Insurance",Expense,,"DEWA billing and other expenses except deposits necessary to make the functionality",No,No,No,$0.00
61310,"DEWA - Warehouse 12",Expense,VPX,,No,No,No,$0.00
61320,"DEWA - Warehouse 10",Expense,VPX,,No,No,No,$0.00
61330,"DEWA - Warehouse Big Blue",Expense,VPX,,No,No,No,$0.00
61340,"DEWA - Staff Apartment",Expense,VPX,,No,No,No,$0.00
61350,"Rent Expense - WHS 10",Expense,VPX,"All Rent amorization Expenses (Monitoring will be at BS) (Schedule in Excel)",No,No,No,$0.00
61360,"Rent Expense - WHS 12",Expense,VPX,"All Leasehold Improvements amorization Expenses (Monitoring will be at BS) (Schedule in Excel)",No,No,No,$0.00
61370,"Rent Expense - WHS Big Blue",Expense,VPX,,No,No,No,$0.00
61400,"Insurance Expense",Expense,,"""All Insurances amorization (Monitoring will be at BS) (Building, Cars, Medical, and others)""",No,No,No,$0.00
61410,"Insurance - Building",Expense,VPX,,No,No,No,$0.00
61420,"Insurance - Vehicles",Expense,VPX,,No,No,No,$0.00
61430,"Insurance - Others",Expense,VPX,,No,No,No,$0.00
61500,"Repairs & Maintenance",Expense,,,No,No,No,$0.00
61505,"R & M - Building",Expense,VPX,"""All expenses incurred in relation in keeping the building in good condition/ expenses related to improvements but was not capitalized (Example : Doorknobs, Electrical Items and others)""",No,No,No,$0.00
61510,"R & M - Equipment",Expense,VPX,"All expenses incurred in repairs of Coffee Machines & Equipments like gasket purchase at SPEEDEX and others",No,No,No,$0.00
61515,"R & M - Vehicles",Expense,VPX,"All expenses pertaining to repairs of the Vehicles that was not being capitalized",No,No,No,$0.00
61520,"R & M - Office Computers & Equ",Expense,VPX,"All expenses related to computer maintenance and other repairs of the office equipments (including IT and others to keep the office equipments running)",No,No,No,$0.00
61521,"R&M - Service Dept Supplies",Expense,VPX,,No,No,No,$0.00
61600,"Professional & Legal Fees",Expense,,,No,No,No,$0.00
61610,"P & L Fees - Accounting",Expense,VPX,"All Accounting Fess incurred",No,No,No,$0.00
61620,"P & L Fees - Legal",Expense,VPX,"All HR related Fees Incurred",No,No,No,$0.00
61630,"P & L Fees - Human Resources",Expense,VPX,,No,No,No,$0.00
61640,"P & L Fees - Other",Expense,VPX,,No,No,No,$0.00
61700,"Transportation & Travel",Expense,,,No,No,No,$0.00
61710,"Parking, Salik &Taxi",Expense,VPX,"Expenses incurred in line with Parking and Salik Charges",No,No,No,$0.00
61715,"Driving Fines & Penalties",Expense,VPX,"Expenses paid for Penalties incurred by Drivers but should be charged out to drivers every end of the month and will always have a zero balance after every payroll",No,No,No,$0.00
61720,"Travel & Accommodation",Expense,VPX,"""All expenses for Air Tickets, Hotel Accommodation and other expenses outside the country""",No,No,No,$0.00
61725,"Card Top Up",Expense,VPX,,No,No,No,$0.00
61735,"Fuel,Oil & Lubricants",Expense,VPX,"""For Expenses of Fuel, Car Oils and any other Petrol Products""",No,No,No,$0.00
61740,"Vehicle Registration",Expense,VPX,,No,No,No,$0.00
61745,"Rent Expense - Leased Vehicles",Expense,VPX,,No,No,No,$0.00
61800,"Permits and Licenses",Expense,,,No,No,No,$0.00
61805,"Business Licenses & Permits",Expense,N-T,"""All Expenses related the processing of Business Licenses and charges related to it (Includes, Business License and other Licenses necessary to keep the business running) / """,No,No,No,$0.00
61810,"Sponsor Fee ",Expense,N-T,,No,No,No,$0.00
61815,"HACCP & Test",Expense,N-T,"HACCP Expenses",No,No,No,$0.00
61900,"IT, office & other expenses",Expense,,,No,No,No,$0.00
61910,"General office expenses",Expense,VPX,,No,No,No,$0.00
61911,"Office Supplies & Stationery",Expense,VPX,,No,No,No,$0.00
61920,"Computer and IT",Expense,VPX,,No,No,No,$0.00
61930,"General expenses",Expense,VPX,,No,No,No,$0.00
61941,Telephone,Expense,VPX,"Expenses and billing for Landline",No,No,No,$0.00
61942,Internet,Expense,VPX,"Expenses and billing for Internet",No,No,No,$0.00
61943,Mobile,Expense,VPX,"Expenses and billing for Mobile",No,No,No,$0.00
61950,"Entertainment & Refreshments",Expense,VPX,"""Team Building, Snacks, Bday etc""",No,No,No,$0.00
61951,"Meals & Snack (Food)",Expense,VPX,,No,No,No,$0.00
61960,"Bank charges",Expense,VPX,"Bank Charge not related to Credit Card Machines",No,No,No,$0.00
61961,"Exchange Gain / Loss",Expense,N-T,,No,No,No,$0.00
61970,"Cleaning and Maintenance",Expense,VPX,"""Expenses incurred for waste management (DULSCO), Cleaning (Arpal) and other chemicals expenses incurred for cleaning and maintenance of cleanliness and meeting sanitary requirements""",No,No,No,$0.00
61980,"Postage & Freight",Expense,VPX,,No,No,No,$0.00
62000,"Business Unit Operational Expe",Overhead,,,No,No,No,$0.00
62100,"Events & Trucks",Expense,N-T,,No,No,No,$0.00
62101,"Customer Rebates",Expense,VS5,,No,No,No,$0.00
62200,"Espressobar Expenses",Expense,N-T,,No,No,No,$0.00
62201,"EB Crockery and Drinkware",Expense,VPX,,No,No,No,$0.00
62300,"E-commerce Fees",Expense,N-T,"Expenses incurred by Kiosk other than COGS",No,No,No,$0.00
62400,"Emirates Academy Cafe Expenses",Expense,N-T,,No,No,No,$0.00
62500,"Refinery Expenses",Expense,N-T,,No,No,No,$0.00
62600,"Refuel Section Expenses",Expense,N-T,,No,No,No,$0.00
62700,"Rocket Fuel Expenses",Expense,N-T,,No,No,No,$0.00
62800,"Water Filtration Expenses",Expense,N-T,,No,No,No,$0.00
62900,"Small Eq&Tools, Material (Exp)",Expense,N-T,,No,No,No,$0.00
62910,"Furniture & Fixtures (Expense)",Expense,N-T,,No,No,No,$0.00
63000,"Non operating expenses",Expense,,,No,No,No,$0.00
63100,"Loans Interest Expense",Expense,,,No,No,No,$0.00
63110,"RAKBANK - Loan Interest",Expense,N-T,,No,No,No,$0.00
63120,"RAKBANK Vehicle Loans Interest",Expense,N-T,,No,No,No,$0.00
63200,"Prior Year Adjustments",Expense,,,No,No,No,$0.00
63210,"Prior Year Adjustment",Expense,N-T,,No,No,No,$0.00
63220,"Prior Year Adj - Fixed Assets",Expense,N-T,,No,No,No,$0.00
63230,"Prior Year Adj-FA Accum Depn ",Expense,N-T,,No,No,No,$0.00
63300,"Bad debt expense",Expense,N-T,,No,No,No,$0.00
63400,"Short/Over in Cheques",Expense,N-T,,No,No,No,$0.00
68000,Depreciation,Depreciation,,,No,No,No,$0.00
68100,"Dep'n Expense - Vehicles",Depreciation,,"Mother Account of Depreciation",No,No,No,$0.00
68110,"Dep'n Expense - Vehicles",Depreciation,N-T,,No,No,No,$0.00
68111,"Dep'n Exp - Mini Cooper K52517",Depreciation,N-T,,No,No,No,$0.00
68112,"Dep'n Exp - Mini Cooper K50097",Depreciation,N-T,,No,No,No,$0.00
68113,"Dep'n Exp - Volks Cad- P84172",Depreciation,N-T,,No,No,No,$0.00
68114,"Dep'n Exp - Volks Cad- P84174",Depreciation,N-T,,No,No,No,$0.00
68115,"Dep'n Exp - Volks Golf D92197",Depreciation,N-T,,No,No,No,$0.00
68116,"Dep'n Exp - NissanUrvan F90822",Depreciation,N-T,,No,No,No,$0.00
68117,"Dep'n Exp - Forklift",Depreciation,N-T,,No,No,No,$0.00
68118,"Dep'n Exp - Bertha Event 75393",Depreciation,N-T,,No,No,No,$0.00
68119,"Dep'n Exp - Bruce Event 18386",Depreciation,N-T,,No,No,No,$0.00
68120,"Dep'n Exp - Volks Cad - R15403",Depreciation,N-T,,No,No,No,$0.00
68121,"Dep'n Exp - Tuktuk Raw",Depreciation,N-T,,No,No,No,$0.00
68122,"Dep'n Exp - Tuktuk Refinery",Depreciation,N-T,,No,No,No,$0.00
68123,"Dep'n Exp - Peugeot - W 43721",Depreciation,N-T,,No,No,No,$0.00
68124,"Dep'n Exp - Peugeot - W 57413",Depreciation,N-T,,No,No,No,$0.00
68130,"Dep'n Expense - Equipments",Depreciation,N-T,"Depreciation of all the Machines (Used for Display or used in Coffee Shops) (Monitoring will be at BS) (Schedule at Excel)",No,No,No,$0.00
68140,"Dep'n Expense - Furniture & Fi",Depreciation,N-T,"Depreciation of all the Office Computers and Equipments",No,No,No,$0.00
68150,"Dep'n Expense - Warehouse Impr",Depreciation,N-T,"""Office tables, chairs, cabinets and other Items""",No,No,No,$0.00
69000,"Other - inactive",Expense,,"Mother Account of Telephone and Communication",No,No,No,$0.00
69100,none,Expense,N-T,,No,No,No,$0.00
69200,"Discounts Taken",Expense,N-T,,No,No,No,$0.00
69300,"Discounts Given",Expense,N-T,,No,No,No,$0.00
69400,"Depreciation Expenses",Expense,,,No,No,No,$0.00
80000,"Other Income",Sales,,,No,No,No,$0.00
81100,"Misc Income","Other Income",N-T,,No,No,No,$0.00
81110,"Asset Recovery on Sale","Other Income",N-T,,No,No,No,$0.00
81150,"Cafe Short/Over ","Other Income",N-T,,No,No,No,$0.00
81160,"CC Short/Over","Other Income",N-T,,No,No,No,$0.00
81200,"Interest Income","Other Income",N-T,"Income from Bank",No,No,No,$0.00
90000,"Other Expenses",Expense,,,No,No,No,$0.00
91100,"Misc Expense",Expense,N-T,,No,No,No,$0.00
91200,"Interest Expense","Other Income",N-T,,No,No,No,$0.00
91300,"Bad debt or other write off",Expense,N-T,,No,No,No,$0.00
